year,sex,race,hispanic_origin,age,marital_status,household_income,population,region,residence_location,victim_offender_relationship,weapon_category,crime_type,injury,incident_location
2017,male,white,non-hispanic,50 to 64,married,75000 or more,not a place,northeast,suburban,well-known acquaintances,no weapon,simple assault,no,commercial place parking lot or public area
2015,female,white,non-hispanic,50 to 64,married,unknown,not a place,northeast,suburban,unknown relationship,no weapon,simple assault,no,commercial place parking lot or public area
2015,female,black,non-hispanic,35 to 49,Widowed,15000 - 24999,not a place,south,suburban,unknown number of offenders,do not know,simple assault,yes,at or near victims home
2016,female,other,non-hispanic,25 to 34,married,75000 or more,less than 100000,west,suburban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2015,female,black,non-hispanic,25 to 34,married,50000 - 74999,100000 to 249999,northeast,urban,stranger,knife,aggravated assault,no,commercial place parking lot or public area
2018,male,white,hispanic,15 to 17,never married,25000 - 34999,250000 - 499999,midwest,urban,stranger,no weapon,robbery,yes,school
2016,female,other,non-hispanic,25 to 34,married,50000 - 74999,less than 100000,south,suburban,unknown number of offenders,no weapon,simple assault,no,commercial place parking lot or public area
2015,female,black,non-hispanic,25 to 34,never married,7500 - 14999,100000 to 249999,west,suburban,stranger,unknown weapon type,aggravated assault,no,commercial place parking lot or public area
2016,male,black,non-hispanic,12 to 14,never married,35000 - 49999,less than 100000,midwest,suburban,well-known acquaintances,no weapon,simple assault,no,at or near friend neighbor or relative home
2015,female,black,non-hispanic,35 to 49,married,15000 - 24999,less than 100000,south,suburban,stranger,other,aggravated assault,yes,commercial place parking lot or public area
2015,female,black,non-hispanic,25 to 34,married,unknown,250000 - 499999,midwest,urban,stranger,firearm,aggravated assault,no,at or near victims home
2015,female,black,non-hispanic,35 to 49,Widowed,15000 - 24999,not a place,south,suburban,well-known acquaintances,do not know,simple assault,yes,at or near victims home
2015,female,white,non-hispanic,25 to 34,never married,less than 7500,less than 100000,south,suburban,unknown relationship,no weapon,rape sexual assault,no,at or near victims home
2015,female,black,non-hispanic,35 to 49,married,15000 - 24999,less than 100000,south,suburban,well-known acquaintances,do not know,simple assault,no,at or near victims home
2018,male,white,non-hispanic,65 or older,married,75000 or more,250000 - 499999,west,urban,well-known acquaintances,no weapon,simple assault,no,other location
2017,male,white,non-hispanic,18 to 20,never married,75000 or more,not a place,south,suburban,unknown relationship,no weapon,robbery,yes,commercial place parking lot or public area
2015,female,black,non-hispanic,35 to 49,Unknown,unknown,1000000 or more,northeast,urban,well-known acquaintances,do not know,simple assault,no,at or near victims home
2018,male,white,hispanic,35 to 49,divorced,15000 - 24999,500000 - 999999,west,urban,intimates,no weapon,simple assault,yes,at or near victims home
2014,female,white,non-hispanic,35 to 49,married,unknown,less than 100000,south,rural,well-known acquaintances,no weapon,simple assault,no,at or near victims home
2016,female,white,non-hispanic,65 or older,Widowed,7500 - 14999,less than 100000,midwest,suburban,other relatives,no weapon,simple assault,no,at or near victims home
2016,male,white,non-hispanic,25 to 34,separated,50000 - 74999,less than 100000,midwest,rural,stranger,no weapon,simple assault,no,at or near victims home
2015,female,black,non-hispanic,35 to 49,divorced,unknown,500000 - 999999,midwest,urban,well-known acquaintances,firearm,aggravated assault,no,commercial place parking lot or public area
2016,male,white,non-hispanic,21 to 24,never married,75000 or more,100000 to 249999,midwest,urban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2016,female,white,non-hispanic,25 to 34,married,7500 - 14999,not a place,midwest,rural,intimates,firearm,aggravated assault,no,commercial place parking lot or public area
2016,female,white,non-hispanic,25 to 34,married,7500 - 14999,not a place,midwest,rural,intimates,firearm,aggravated assault,no,commercial place parking lot or public area
2018,male,white,non-hispanic,25 to 34,never married,75000 or more,less than 100000,midwest,suburban,stranger,firearm,aggravated assault,no,commercial place parking lot or public area
2016,female,white,non-hispanic,50 to 64,married,75000 or more,not a place,south,rural,well-known acquaintances,no weapon,simple assault,no,commercial place parking lot or public area
2018,male,white,non-hispanic,50 to 64,Widowed,25000 - 34999,less than 100000,south,suburban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2017,male,white,non-hispanic,50 to 64,never married,7500 - 14999,less than 100000,midwest,suburban,stranger,no weapon,robbery,no,commercial place parking lot or public area
2017,male,other,non-hispanic,12 to 14,never married,75000 or more,less than 100000,west,suburban,stranger,no weapon,robbery,no,commercial place parking lot or public area
2016,female,white,hispanic,50 to 64,married,35000 - 49999,500000 - 999999,west,urban,well-known acquaintances,no weapon,simple assault,yes,school
2017,male,white,hispanic,12 to 14,never married,35000 - 49999,250000 - 499999,west,urban,well-known acquaintances,no weapon,simple assault,no,school
2015,female,black,non-hispanic,35 to 49,divorced,25000 - 34999,not a place,south,suburban,intimates,knife,aggravated assault,no,at or near victims home
2015,female,black,non-hispanic,35 to 49,separated,15000 - 24999,less than 100000,northeast,suburban,stranger,other,aggravated assault,yes,commercial place parking lot or public area
2015,female,black,non-hispanic,21 to 24,divorced,25000 - 34999,500000 - 999999,south,urban,well-known acquaintances,no weapon,simple assault,no,commercial place parking lot or public area
2015,female,black,non-hispanic,35 to 49,divorced,25000 - 34999,not a place,south,suburban,intimates,do not know,rape sexual assault,no,at or near victims home
2015,female,black,non-hispanic,25 to 34,married,35000 - 49999,100000 to 249999,west,urban,stranger,do not know,simple assault,no,at or near victims home
2015,female,black,non-hispanic,35 to 49,divorced,25000 - 34999,not a place,south,suburban,intimates,do not know,simple assault,no,at or near victims home
2015,female,black,non-hispanic,35 to 49,never married,7500 - 14999,250000 - 499999,midwest,urban,well-known acquaintances,firearm,aggravated assault,yes,commercial place parking lot or public area
2015,female,black,non-hispanic,35 to 49,divorced,15000 - 24999,100000 to 249999,south,urban,well-known acquaintances,no weapon,rape sexual assault,yes,at or near victims home
2015,female,black,non-hispanic,25 to 34,never married,25000 - 34999,less than 100000,south,suburban,stranger,no weapon,simple assault,no,at or near victims home
2015,female,black,non-hispanic,25 to 34,married,35000 - 49999,100000 to 249999,west,urban,well-known acquaintances,no weapon,simple assault,no,at or near victims home
2017,female,other,hispanic,35 to 49,Widowed,35000 - 49999,less than 100000,west,suburban,well-known acquaintances,unknown weapon type,aggravated assault,no,at or near victims home
2018,male,white,non-hispanic,21 to 24,never married,unknown,less than 100000,west,urban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2015,female,black,non-hispanic,35 to 49,never married,unknown,500000 - 999999,midwest,urban,intimates,firearm,aggravated assault,yes,at or near victims home
2015,female,black,non-hispanic,50 to 64,separated,less than 7500,1000000 or more,northeast,urban,stranger,no weapon,simple assault,yes,at or near victims home
2014,female,other,hispanic,35 to 49,separated,7500 - 14999,less than 100000,south,suburban,intimates,no weapon,aggravated assault,yes,at or near victims home
2014,male,white,non-hispanic,35 to 49,married,50000 - 74999,250000 - 499999,west,urban,stranger,no weapon,simple assault,no,at or near victims home
2015,female,black,non-hispanic,35 to 49,divorced,25000 - 34999,not a place,south,suburban,intimates,unknown weapon type,aggravated assault,no,at or near victims home
2015,female,black,non-hispanic,25 to 34,never married,15000 - 24999,less than 100000,south,suburban,well-known acquaintances,no weapon,simple assault,yes,other location
2018,male,white,non-hispanic,25 to 34,never married,unknown,less than 100000,west,urban,stranger,no weapon,simple assault,no,other location
2018,male,white,non-hispanic,35 to 49,never married,35000 - 49999,less than 100000,midwest,suburban,well-known acquaintances,no weapon,simple assault,no,other location
2015,female,other,non-hispanic,50 to 64,married,35000 - 49999,100000 to 249999,west,urban,stranger,no weapon,simple assault,no,other location
2017,female,other,non-hispanic,35 to 49,divorced,15000 - 24999,less than 100000,midwest,suburban,well-known acquaintances,do not know,simple assault,yes,at or near victims home
2017,female,other,non-hispanic,50 to 64,Widowed,15000 - 24999,not a place,south,suburban,stranger,firearm,robbery,yes,commercial place parking lot or public area
2016,female,black,non-hispanic,35 to 49,divorced,7500 - 14999,1000000 or more,northeast,urban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2016,female,black,non-hispanic,21 to 24,Widowed,35000 - 49999,not a place,south,suburban,intimates,knife,robbery,yes,at or near victims home
2016,female,black,non-hispanic,25 to 34,never married,15000 - 24999,100000 to 249999,midwest,urban,well-known acquaintances,firearm,aggravated assault,no,at or near victims home
2016,male,white,non-hispanic,18 to 20,never married,less than 7500,less than 100000,west,urban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2016,female,black,non-hispanic,35 to 49,separated,7500 - 14999,250000 - 499999,west,urban,other relatives,no weapon,simple assault,no,at or near victims home
2016,female,black,non-hispanic,50 to 64,married,50000 - 74999,not a place,northeast,suburban,unknown number of offenders,no weapon,robbery,no,at or near victims home
2016,female,black,non-hispanic,50 to 64,divorced,7500 - 14999,less than 100000,west,suburban,well-known acquaintances,no weapon,robbery,yes,at or near victims home
2016,female,white,non-hispanic,35 to 49,divorced,less than 7500,less than 100000,west,suburban,well-known acquaintances,no weapon,simple assault,no,commercial place parking lot or public area
2016,female,black,non-hispanic,25 to 34,never married,unknown,250000 - 499999,south,urban,well-known acquaintances,do not know,simple assault,no,at or near victims home
2017,male,white,non-hispanic,65 or older,divorced,unknown,less than 100000,midwest,suburban,well-known acquaintances,no weapon,simple assault,yes,at or near victims home
2017,male,white,hispanic,50 to 64,married,35000 - 49999,less than 100000,west,urban,unknown relationship,no weapon,simple assault,no,commercial place parking lot or public area
2018,male,white,non-hispanic,25 to 34,separated,50000 - 74999,less than 100000,northeast,suburban,intimates,no weapon,simple assault,no,at or near victims home
2017,female,black,non-hispanic,35 to 49,divorced,15000 - 24999,100000 to 249999,south,urban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2017,male,white,non-hispanic,25 to 34,never married,75000 or more,less than 100000,midwest,suburban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2018,male,white,non-hispanic,25 to 34,divorced,35000 - 49999,100000 to 249999,west,suburban,intimates,no weapon,simple assault,no,at or near victims home
2014,female,white,non-hispanic,25 to 34,never married,15000 - 24999,less than 100000,west,rural,well-known acquaintances,no weapon,simple assault,no,at or near victims home
2016,female,white,non-hispanic,65 or older,Widowed,7500 - 14999,less than 100000,midwest,suburban,other relatives,no weapon,simple assault,no,at or near victims home
2016,female,black,non-hispanic,50 to 64,married,50000 - 74999,not a place,northeast,suburban,well-known acquaintances,no weapon,simple assault,no,at or near victims home
2015,male,white,hispanic,12 to 14,never married,unknown,less than 100000,west,suburban,unknown relationship,no weapon,simple assault,no,school
2014,female,white,non-hispanic,35 to 49,divorced,unknown,less than 100000,south,suburban,intimates,no weapon,simple assault,yes,other location
2018,male,white,non-hispanic,35 to 49,never married,35000 - 49999,less than 100000,midwest,suburban,well-known acquaintances,no weapon,simple assault,no,other location
2016,female,black,non-hispanic,25 to 34,never married,15000 - 24999,100000 to 249999,south,urban,well-known acquaintances,no weapon,rape sexual assault,no,commercial place parking lot or public area
2017,male,white,non-hispanic,50 to 64,married,unknown,250000 - 499999,west,urban,unknown number of offenders,no weapon,simple assault,no,other location
2016,female,black,non-hispanic,65 or older,divorced,15000 - 24999,100000 to 249999,west,suburban,unknown relationship,do not know,simple assault,no,at or near victims home
2015,male,white,non-hispanic,50 to 64,married,unknown,less than 100000,west,suburban,unknown number of offenders,no weapon,simple assault,no,other location
2016,female,black,non-hispanic,25 to 34,married,35000 - 49999,100000 to 249999,west,urban,stranger,do not know,simple assault,no,at or near victims home
2016,female,black,non-hispanic,35 to 49,never married,15000 - 24999,100000 to 249999,south,urban,intimates,firearm,rape sexual assault,yes,at or near victims home
2017,male,white,non-hispanic,21 to 24,never married,75000 or more,less than 100000,west,suburban,well-known acquaintances,no weapon,aggravated assault,yes,at or near friend neighbor or relative home
2017,male,white,non-hispanic,35 to 49,married,7500 - 14999,less than 100000,midwest,suburban,stranger,no weapon,simple assault,no,at or near victims home
2016,female,black,non-hispanic,35 to 49,married,15000 - 24999,less than 100000,south,suburban,stranger,other,aggravated assault,yes,commercial place parking lot or public area
2017,male,white,non-hispanic,21 to 24,married,25000 - 34999,1000000 or more,west,urban,well-known acquaintances,no weapon,simple assault,no,at or near victims home
2015,female,white,non-hispanic,50 to 64,separated,unknown,not a place,northeast,suburban,intimates,no weapon,simple assault,no,at or near victims home
2018,male,white,non-hispanic,25 to 34,divorced,15000 - 24999,not a place,south,rural,stranger,firearm,aggravated assault,no,at or near victims home
2016,female,black,non-hispanic,25 to 34,never married,35000 - 49999,500000 - 999999,midwest,urban,stranger,firearm,robbery,no,commercial place parking lot or public area
2018,male,white,non-hispanic,21 to 24,never married,75000 or more,less than 100000,south,rural,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2015,male,white,non-hispanic,35 to 49,married,50000 - 74999,not a place,west,suburban,unknown relationship,no weapon,simple assault,no,commercial place parking lot or public area
2014,female,white,non-hispanic,21 to 24,never married,75000 or more,not a place,northeast,suburban,intimates,no weapon,simple assault,no,commercial place parking lot or public area
2015,female,white,hispanic,12 to 14,never married,75000 or more,less than 100000,west,suburban,well-known acquaintances,no weapon,simple assault,no,school
2017,female,other,non-hispanic,50 to 64,married,75000 or more,less than 100000,midwest,suburban,unknown relationship,do not know,simple assault,no,other location
2017,male,other,non-hispanic,50 to 64,divorced,unknown,less than 100000,south,rural,well-known acquaintances,no weapon,simple assault,yes,at or near friend neighbor or relative home
2015,female,white,non-hispanic,50 to 64,divorced,7500 - 14999,not a place,south,suburban,well-known acquaintances,no weapon,simple assault,yes,at or near friend neighbor or relative home
2015,female,white,non-hispanic,18 to 20,never married,7500 - 14999,less than 100000,midwest,suburban,intimates,no weapon,robbery,no,at or near friend neighbor or relative home
2017,female,other,hispanic,25 to 34,never married,unknown,less than 100000,south,suburban,intimates,firearm,aggravated assault,no,at or near victims home
2016,female,black,non-hispanic,35 to 49,never married,50000 - 74999,less than 100000,south,urban,intimates,other,robbery,yes,at or near victims home
2016,female,black,non-hispanic,50 to 64,never married,7500 - 14999,500000 - 999999,midwest,urban,other relatives,other,aggravated assault,yes,at or near victims home
2017,male,white,non-hispanic,50 to 64,never married,7500 - 14999,500000 - 999999,south,urban,unknown number of offenders,no weapon,robbery,no,commercial place parking lot or public area
2014,female,white,non-hispanic,35 to 49,separated,15000 - 24999,100000 to 249999,west,suburban,other relatives,no weapon,simple assault,yes,at or near victims home
2016,female,black,non-hispanic,18 to 20,never married,7500 - 14999,250000 - 499999,midwest,urban,other relatives,no weapon,simple assault,yes,at or near victims home
2016,female,black,non-hispanic,18 to 20,never married,15000 - 24999,not a place,south,suburban,well-known acquaintances,firearm,aggravated assault,no,commercial place parking lot or public area
2014,male,white,non-hispanic,65 or older,married,15000 - 24999,100000 to 249999,west,urban,unknown relationship,no weapon,simple assault,no,at or near victims home
2016,female,white,non-hispanic,25 to 34,divorced,less than 7500,100000 to 249999,west,urban,unknown relationship,no weapon,simple assault,no,at or near victims home
2016,male,white,non-hispanic,50 to 64,married,75000 or more,less than 100000,west,rural,other relatives,no weapon,simple assault,no,at or near victims home
2017,male,white,hispanic,25 to 34,married,75000 or more,1000000 or more,midwest,urban,unknown number of offenders,no weapon,simple assault,no,commercial place parking lot or public area
2016,male,white,non-hispanic,21 to 24,never married,50000 - 74999,250000 - 499999,midwest,urban,intimates,no weapon,simple assault,no,at or near victims home
2016,male,white,non-hispanic,65 or older,married,unknown,not a place,west,rural,well-known acquaintances,no weapon,simple assault,no,at or near victims home
2018,male,white,non-hispanic,18 to 20,never married,7500 - 14999,250000 - 499999,northeast,urban,well-known acquaintances,no weapon,simple assault,no,at or near victims home
2016,female,black,non-hispanic,35 to 49,separated,15000 - 24999,less than 100000,midwest,urban,well-known acquaintances,unknown weapon type,aggravated assault,yes,commercial place parking lot or public area
2018,male,white,non-hispanic,25 to 34,never married,unknown,less than 100000,south,urban,stranger,unknown weapon type,aggravated assault,no,commercial place parking lot or public area
2018,male,white,non-hispanic,65 or older,married,unknown,500000 - 999999,south,urban,other relatives,no weapon,simple assault,no,at or near victims home
2018,male,black,non-hispanic,65 or older,married,75000 or more,less than 100000,south,suburban,well-known acquaintances,no weapon,simple assault,no,at or near victims home
2017,male,white,hispanic,21 to 24,never married,7500 - 14999,less than 100000,northeast,suburban,stranger,no weapon,simple assault,no,at or near victims home
2016,female,black,non-hispanic,25 to 34,married,50000 - 74999,500000 - 999999,south,urban,well-known acquaintances,no weapon,simple assault,no,commercial place parking lot or public area
2017,female,other,hispanic,50 to 64,married,75000 or more,less than 100000,south,suburban,stranger,do not know,personal theft,no,commercial place parking lot or public area
2016,female,black,non-hispanic,25 to 34,married,50000 - 74999,100000 to 249999,northeast,urban,stranger,knife,aggravated assault,no,commercial place parking lot or public area
2018,male,white,non-hispanic,21 to 24,married,less than 7500,less than 100000,northeast,rural,well-known acquaintances,no weapon,simple assault,no,commercial place parking lot or public area
2016,female,black,non-hispanic,25 to 34,married,unknown,500000 - 999999,midwest,urban,stranger,do not know,personal theft,no,commercial place parking lot or public area
2014,female,other,non-hispanic,25 to 34,married,25000 - 34999,less than 100000,south,urban,well-known acquaintances,no weapon,rape sexual assault,no,other location
2016,female,black,non-hispanic,35 to 49,never married,25000 - 34999,500000 - 999999,midwest,urban,other relatives,knife,aggravated assault,no,at or near victims home
2015,female,white,non-hispanic,65 or older,divorced,15000 - 24999,less than 100000,south,urban,intimates,no weapon,rape sexual assault,yes,at or near victims home
2015,female,white,non-hispanic,35 to 49,married,75000 or more,less than 100000,south,urban,intimates,no weapon,robbery,yes,at or near victims home
2017,male,white,non-hispanic,35 to 49,married,75000 or more,500000 - 999999,west,urban,stranger,no weapon,robbery,yes,commercial place parking lot or public area
2016,female,black,non-hispanic,35 to 49,Unknown,unknown,1000000 or more,northeast,urban,well-known acquaintances,do not know,simple assault,no,at or near victims home
2016,female,black,non-hispanic,65 or older,never married,15000 - 24999,100000 to 249999,south,urban,stranger,do not know,simple assault,no,at or near victims home
2018,male,white,non-hispanic,35 to 49,never married,unknown,less than 100000,midwest,suburban,intimates,no weapon,simple assault,yes,at or near victims home
2016,female,black,non-hispanic,50 to 64,divorced,35000 - 49999,less than 100000,south,suburban,unknown number of offenders,firearm,robbery,yes,commercial place parking lot or public area
2016,female,black,non-hispanic,35 to 49,separated,50000 - 74999,less than 100000,south,suburban,unknown number of offenders,no weapon,simple assault,no,other location
2015,female,white,non-hispanic,65 or older,divorced,15000 - 24999,less than 100000,south,urban,intimates,no weapon,simple assault,yes,at or near victims home
2016,female,black,non-hispanic,25 to 34,divorced,less than 7500,500000 - 999999,west,urban,well-known acquaintances,no weapon,simple assault,yes,at or near friend neighbor or relative home
2014,female,other,non-hispanic,50 to 64,married,35000 - 49999,100000 to 249999,south,urban,stranger,no weapon,simple assault,no,at or near victims home
2016,female,black,non-hispanic,25 to 34,never married,unknown,100000 to 249999,south,urban,stranger,do not know,robbery,no,commercial place parking lot or public area
2016,female,black,non-hispanic,50 to 64,divorced,less than 7500,100000 to 249999,northeast,urban,other relatives,no weapon,simple assault,yes,at or near friend neighbor or relative home
2017,male,white,non-hispanic,12 to 14,never married,50000 - 74999,less than 100000,midwest,rural,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2015,female,white,non-hispanic,21 to 24,never married,35000 - 49999,250000 - 499999,west,urban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2015,male,black,non-hispanic,50 to 64,never married,unknown,100000 to 249999,west,urban,well-known acquaintances,no weapon,simple assault,no,at or near victims home
2017,male,white,non-hispanic,50 to 64,married,75000 or more,less than 100000,midwest,suburban,stranger,no weapon,personal theft,no,commercial place parking lot or public area
2016,female,white,non-hispanic,35 to 49,divorced,unknown,not a place,south,rural,intimates,other,aggravated assault,no,at or near victims home
2017,male,white,non-hispanic,12 to 14,never married,75000 or more,not a place,midwest,suburban,stranger,no weapon,simple assault,no,school
2016,female,black,non-hispanic,50 to 64,Widowed,50000 - 74999,not a place,south,suburban,well-known acquaintances,no weapon,simple assault,no,school
2016,female,white,non-hispanic,35 to 49,divorced,25000 - 34999,100000 to 249999,west,suburban,intimates,firearm,aggravated assault,no,at or near victims home
2018,male,white,non-hispanic,18 to 20,never married,7500 - 14999,less than 100000,midwest,urban,unknown relationship,no weapon,simple assault,no,at or near friend neighbor or relative home
2016,female,black,non-hispanic,25 to 34,never married,35000 - 49999,100000 to 249999,midwest,urban,well-known acquaintances,other,aggravated assault,no,other location
2016,female,black,non-hispanic,35 to 49,separated,50000 - 74999,less than 100000,south,suburban,well-known acquaintances,no weapon,simple assault,no,other location
2015,male,white,non-hispanic,35 to 49,married,75000 or more,500000 - 999999,west,urban,well-known acquaintances,no weapon,simple assault,no,other location
2018,male,white,non-hispanic,50 to 64,divorced,50000 - 74999,not a place,west,rural,stranger,no weapon,simple assault,no,other location
2017,female,other,hispanic,50 to 64,never married,7500 - 14999,1000000 or more,northeast,urban,well-known acquaintances,knife,aggravated assault,no,at or near victims home
2016,female,black,non-hispanic,35 to 49,divorced,75000 or more,100000 to 249999,midwest,suburban,well-known acquaintances,no weapon,simple assault,no,at or near victims home
2016,female,black,non-hispanic,50 to 64,married,50000 - 74999,not a place,northeast,suburban,other relatives,no weapon,simple assault,no,at or near friend neighbor or relative home
2016,female,black,non-hispanic,35 to 49,never married,35000 - 49999,100000 to 249999,south,urban,well-known acquaintances,other,aggravated assault,no,at or near victims home
2016,female,black,non-hispanic,25 to 34,never married,35000 - 49999,250000 - 499999,midwest,urban,intimates,knife,aggravated assault,yes,at or near victims home
2017,female,other,hispanic,21 to 24,never married,25000 - 34999,less than 100000,midwest,suburban,stranger,no weapon,rape sexual assault,no,commercial place parking lot or public area
2016,female,black,non-hispanic,25 to 34,separated,15000 - 24999,less than 100000,midwest,suburban,intimates,no weapon,rape sexual assault,yes,at or near victims home
2018,male,white,non-hispanic,35 to 49,married,50000 - 74999,100000 to 249999,south,urban,stranger,do not know,simple assault,no,commercial place parking lot or public area
2017,female,black,non-hispanic,65 or older,divorced,7500 - 14999,1000000 or more,south,urban,other relatives,no weapon,simple assault,no,at or near victims home
2016,female,black,non-hispanic,12 to 14,never married,less than 7500,less than 100000,south,rural,stranger,no weapon,rape sexual assault,yes,school
2016,female,black,non-hispanic,12 to 14,never married,50000 - 74999,500000 - 999999,west,urban,well-known acquaintances,no weapon,simple assault,yes,school
2015,female,white,hispanic,25 to 34,never married,7500 - 14999,1000000 or more,northeast,urban,well-known acquaintances,no weapon,simple assault,no,at or near victims home
2017,female,other,hispanic,18 to 20,never married,less than 7500,250000 - 499999,midwest,urban,well-known acquaintances,other,aggravated assault,no,at or near friend neighbor or relative home
2016,female,black,non-hispanic,50 to 64,divorced,15000 - 24999,1000000 or more,northeast,urban,intimates,no weapon,aggravated assault,yes,at or near victims home
2017,male,black,non-hispanic,12 to 14,never married,15000 - 24999,not a place,south,rural,stranger,no weapon,simple assault,yes,school
2016,female,black,non-hispanic,35 to 49,never married,unknown,less than 100000,midwest,suburban,stranger,no weapon,simple assault,no,other location
2016,female,black,non-hispanic,35 to 49,married,less than 7500,1000000 or more,midwest,urban,intimates,no weapon,aggravated assault,yes,at or near friend neighbor or relative home
2018,male,white,non-hispanic,25 to 34,married,50000 - 74999,less than 100000,west,rural,stranger,no weapon,simple assault,no,other location
2016,male,white,hispanic,35 to 49,never married,25000 - 34999,250000 - 499999,west,urban,well-known acquaintances,no weapon,simple assault,no,other location
2017,female,other,non-hispanic,35 to 49,married,75000 or more,less than 100000,west,urban,other relatives,other,robbery,yes,at or near victims home
2016,female,black,non-hispanic,50 to 64,divorced,15000 - 24999,1000000 or more,northeast,urban,intimates,no weapon,aggravated assault,yes,at or near victims home
2014,female,white,non-hispanic,25 to 34,never married,15000 - 24999,less than 100000,northeast,urban,intimates,no weapon,simple assault,yes,at or near victims home
2014,female,white,non-hispanic,25 to 34,never married,15000 - 24999,less than 100000,northeast,urban,intimates,no weapon,simple assault,yes,at or near victims home
2014,female,white,non-hispanic,25 to 34,married,unknown,250000 - 499999,northeast,urban,well-known acquaintances,no weapon,simple assault,no,at or near victims home
2017,male,white,non-hispanic,25 to 34,married,75000 or more,not a place,south,urban,stranger,no weapon,simple assault,no,at or near victims home
2016,female,black,non-hispanic,50 to 64,never married,7500 - 14999,less than 100000,south,rural,intimates,no weapon,simple assault,no,at or near victims home
2017,female,black,non-hispanic,25 to 34,separated,25000 - 34999,less than 100000,south,urban,stranger,no weapon,rape sexual assault,no,at or near victims home
2017,female,black,non-hispanic,65 or older,Widowed,35000 - 49999,500000 - 999999,south,urban,unknown number of offenders,do not know,personal theft,no,commercial place parking lot or public area
2017,female,black,non-hispanic,21 to 24,never married,7500 - 14999,100000 to 249999,midwest,urban,well-known acquaintances,firearm,aggravated assault,no,at or near victims home
2018,male,white,non-hispanic,50 to 64,never married,unknown,less than 100000,midwest,suburban,stranger,no weapon,personal theft,no,commercial place parking lot or public area
2015,female,white,non-hispanic,35 to 49,divorced,unknown,less than 100000,midwest,suburban,intimates,no weapon,rape sexual assault,yes,at or near victims home
2017,female,black,non-hispanic,21 to 24,never married,unknown,less than 100000,south,rural,unknown number of offenders,other,aggravated assault,yes,commercial place parking lot or public area
2017,female,black,non-hispanic,18 to 20,never married,15000 - 24999,less than 100000,midwest,rural,intimates,firearm,aggravated assault,yes,at or near victims home
2017,male,black,non-hispanic,35 to 49,Unknown,unknown,1000000 or more,northeast,urban,stranger,no weapon,simple assault,no,at or near victims home
2016,male,white,hispanic,65 or older,separated,7500 - 14999,less than 100000,west,suburban,well-known acquaintances,no weapon,simple assault,no,at or near victims home
2017,male,white,non-hispanic,25 to 34,married,25000 - 34999,not a place,west,suburban,unknown number of offenders,no weapon,simple assault,no,commercial place parking lot or public area
2017,male,white,non-hispanic,25 to 34,married,25000 - 34999,not a place,west,suburban,unknown number of offenders,no weapon,simple assault,no,other location
2016,male,white,non-hispanic,50 to 64,married,unknown,less than 100000,west,suburban,unknown number of offenders,no weapon,simple assault,no,other location
2016,male,white,hispanic,65 or older,separated,7500 - 14999,less than 100000,west,suburban,well-known acquaintances,no weapon,simple assault,no,at or near victims home
2017,female,black,non-hispanic,65 or older,never married,unknown,not a place,south,suburban,other relatives,no weapon,simple assault,yes,commercial place parking lot or public area
2014,female,other,hispanic,25 to 34,married,35000 - 49999,less than 100000,west,suburban,stranger,no weapon,robbery,no,commercial place parking lot or public area
2016,female,white,non-hispanic,25 to 34,divorced,50000 - 74999,less than 100000,west,rural,stranger,do not know,simple assault,no,commercial place parking lot or public area
2016,male,white,non-hispanic,21 to 24,never married,75000 or more,less than 100000,west,urban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2017,female,black,non-hispanic,25 to 34,never married,unknown,less than 100000,midwest,urban,well-known acquaintances,no weapon,simple assault,yes,at or near friend neighbor or relative home
2018,male,white,non-hispanic,18 to 20,never married,7500 - 14999,less than 100000,midwest,urban,unknown relationship,no weapon,simple assault,yes,at or near friend neighbor or relative home
2018,male,white,non-hispanic,50 to 64,divorced,75000 or more,500000 - 999999,west,urban,stranger,no weapon,simple assault,no,commercial place parking lot or public area
2016,female,other,non-hispanic,25 to 34,never married,less than 7500,100000 to 249999,south,urban,stranger,do not know,simple assault,no,school
2018,female,white,non-hispanic,12 to 14,never married,75000 or more,not a place,west,suburban,well-known acquaintances,no weapon,simple assault,no,school
2017,male,white,non-hispanic,21 to 24,never married,50000 - 74999,less than 100000,midwest,urban,intimates,no weapon,simple assault,no,at or near friend neighbor or relative home
2017,female,black,non-hispanic,25 to 34,never married,50000 - 74999,1000000 or more,south,urban,well-known acquaintances,no weapon,simple assault,no,other location
2018,male,white,non-hispanic,35 to 49,divorced,50000 - 74999,not a place,northeast,rural,stranger,no weapon,simple assault,no,other location
2017,female,black,non-hispanic,18 to 20,Unknown,unknown,100000 to 249999,south,urban,intimates,knife,aggravated assault,no,at or near victims home
